,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
529,1,1,0,0,2,0,2,2,0,0,2,0,1,1,0,0,8,8,8,8,8,5,7,7,6,6,7,7,4,6,7,5,5,6,6,6,6,2,1,8,6,8,8,1,6,4,6,1
4218,3,2,8,4,2,1,1,1,0,1,1,2,2,0,1,1,6,9,5,7,7,8,5,5,5,4,2,8,1,9,8,7,7,7,6,6,8,8,8,8,8,8,4,6,3,5,4,0
3474,2,2,0,0,2,1,1,2,0,0,4,0,0,0,0,0,8,8,8,8,8,9,9,9,9,9,9,8,5,5,5,3,3,7,5,5,7,0,4,2,2,6,1,6,5,4,9,1
185,0,2,3,4,2,1,2,1,0,1,1,2,1,1,1,0,5,8,7,6,7,5,7,6,3,6,1,7,8,6,6,6,5,1,1,6,6,6,4,6,5,7,8,4,5,6,5,1
3889,2,2,1,2,0,1,1,1,1,1,1,1,1,1,0,2,6,7,7,7,5,4,6,8,7,7,7,8,7,5,7,5,2,5,0,8,5,2,1,6,7,9,4,0,6,5,7,0
745,2,1,2,1,0,1,3,1,0,1,2,1,1,1,1,0,7,8,7,8,9,8,8,7,9,7,6,1,1,1,9,7,7,6,7,8,7,0,8,7,7,8,3,1,6,4,7,0
4558,2,1,2,0,4,1,0,0,0,0,7,0,0,0,0,0,8,7,8,8,8,7,8,8,7,7,7,6,4,7,7,6,5,2,4,8,7,1,2,3,4,8,7,1,7,8,7,0
2257,3,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,7,7,7,7,7,6,6,6,6,6,6,4,4,4,8,6,6,6,6,8,8,4,6,6,6,8,4,6,5,5,6,1
621,1,1,7,7,1,0,2,0,0,2,0,1,1,1,1,1,6,8,7,6,6,4,4,4,4,4,4,1,2,1,9,9,9,1,0,6,3,3,8,8,7,7,2,2,8,4,4,0
2507,2,2,5,0,1,1,1,1,1,1,1,1,1,1,1,1,6,8,6,8,8,6,7,7,7,4,4,4,5,2,6,5,2,3,2,6,7,6,7,7,3,3,3,0,3,5,6,1
2381,1,1,5,7,1,1,1,1,1,1,1,2,1,2,1,0,7,9,9,8,7,7,8,7,6,7,5,8,2,9,7,5,6,6,3,6,2,0,8,5,3,5,6,0,6,5,6,1
4491,1,4,0,7,1,1,2,1,1,0,1,1,2,2,0,0,5,8,8,9,6,5,7,7,3,4,3,1,5,1,5,6,6,6,0,0,9,2,6,4,5,7,0,0,8,6,3,1
965,0,0,7,9,1,1,1,1,1,1,1,0,1,1,1,0,7,6,7,7,7,9,9,9,9,9,9,5,7,5,8,7,5,2,4,7,7,4,5,4,5,4,8,2,7,5,9,1
5469,2,3,2,2,1,0,1,1,1,1,0,1,1,1,0,1,7,8,8,8,6,8,8,8,8,8,8,4,7,4,8,8,8,6,0,3,8,3,8,8,7,7,3,8,7,4,8,1
5972,1,1,0,4,1,1,1,1,0,1,2,2,3,0,0,0,6,8,3,9,4,6,7,7,6,5,4,1,3,3,7,7,7,6,4,1,5,4,6,7,8,8,6,6,8,4,7,0
661,1,1,1,6,1,0,2,0,0,2,1,1,1,1,0,0,7,8,7,7,6,5,9,9,7,7,7,4,4,4,7,8,9,8,0,6,7,5,7,7,7,8,5,6,8,6,8,1
1332,2,0,0,1,0,1,3,0,0,1,0,1,1,1,1,0,8,9,8,8,8,6,7,7,7,7,6,6,1,7,9,8,8,8,1,8,9,3,9,9,7,9,5,8,5,4,6,0
689,3,0,0,0,1,2,2,2,0,0,2,2,2,0,0,0,6,8,6,7,4,3,7,7,4,6,5,6,0,8,8,8,8,2,0,8,8,0,8,9,8,8,4,4,8,6,6,0
2174,1,5,7,7,2,2,2,2,0,0,1,1,1,1,1,1,6,7,8,8,7,7,7,7,8,8,7,7,7,7,7,6,6,6,7,6,6,6,6,6,6,6,6,5,0,1,7,1
1289,2,1,2,4,0,1,1,2,0,2,1,2,1,1,1,0,6,8,8,7,8,4,4,5,5,5,1,1,2,3,8,7,5,7,3,6,7,3,5,6,4,7,4,2,8,3,2,0
