,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
529,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,4,4,4,4,4,2,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,1,0,4,3,4,4,0,3,2,3,1
4218,1,1,4,2,1,0,0,0,0,0,0,1,1,0,0,0,3,4,2,3,3,4,2,2,2,2,1,4,0,4,4,3,3,3,3,3,4,4,4,4,4,4,2,3,1,2,2,0
3474,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,2,2,4,1
185,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,2,4,3,3,3,2,3,3,1,3,0,3,4,3,3,3,2,0,0,3,3,3,2,3,2,3,4,2,2,3,2,1
3889,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,2,3,4,3,3,3,4,3,2,3,2,1,2,0,4,2,1,0,3,3,4,2,0,3,2,3,0
745,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,3,4,4,4,4,3,4,3,3,0,0,0,4,3,3,3,3,4,3,0,4,3,3,4,1,0,3,2,3,0
4558,1,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,4,3,4,4,4,3,4,4,3,3,3,3,2,3,3,3,2,1,2,4,3,0,1,1,2,4,3,0,3,4,3,0
2257,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,3,3,3,3,4,4,2,3,3,3,4,2,3,2,2,3,1
621,0,0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,3,4,3,3,3,2,2,2,2,2,2,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,4,2,2,0
2507,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,3,3,2,2,2,2,1,3,2,1,1,1,3,3,3,3,3,1,1,1,0,1,2,3,1
2381,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,3,4,4,4,3,3,4,3,3,3,2,4,1,4,3,2,3,3,1,3,1,0,4,2,1,2,3,0,3,2,3,1
4491,0,2,0,3,0,0,1,0,0,0,0,0,1,1,0,0,2,4,4,4,3,2,3,3,1,2,1,0,2,0,2,3,3,3,0,0,4,1,3,2,2,3,0,0,4,3,1,1
965,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,4,4,4,2,3,2,4,3,2,1,2,3,3,2,2,2,2,2,4,1,3,2,4,1
5469,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,4,4,4,4,4,4,2,3,2,4,4,4,3,0,1,4,1,4,4,3,3,1,4,3,2,4,1
5972,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,3,4,1,4,2,3,3,3,3,2,2,0,1,1,3,3,3,3,2,0,2,2,3,3,4,4,3,3,4,2,3,0
661,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,3,4,3,3,3,2,4,4,3,3,3,2,2,2,3,4,4,4,0,3,3,2,3,3,3,4,2,3,4,3,4,1
1332,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,3,3,3,3,3,0,3,4,4,4,4,0,4,4,1,4,4,3,4,2,4,2,2,3,0
689,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,3,4,3,3,2,1,3,3,2,3,2,3,0,4,4,4,4,1,0,4,4,0,4,4,4,4,2,2,4,3,3,0
2174,0,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,3,1
1289,1,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,3,4,4,3,4,2,2,2,2,2,0,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,4,1,1,0
4047,1,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,2,4,2,2,4,4,4,4,4,4,4,3,0,3,2,4,4,3,1,3,4,2,3,4,2,4,3,0,4,3,4,1
4061,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,3,3,3,4,2,3,2,2,2,2,4,1,4,4,3,3,2,2,3,2,2,2,2,1,2,3,2,2,2,2,0
5453,1,1,3,0,1,0,0,1,0,0,1,1,1,0,0,0,3,3,3,4,3,3,2,3,3,2,2,4,2,3,3,3,3,3,3,4,3,3,3,4,3,4,2,1,2,3,3,1
4505,1,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0,3,2,4,4,4,2,2,2,2,2,0,3,3,3,3,2,2,1,0,2,3,0,0,0,2,4,1,0,3,3,0,0
5183,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,2,3,2,2,3,2,3,2,3,3,2,2,2,3,1
928,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,2,3,4,3,2,3,1,1,3,3,3,4,3,0,1,3,2,3,4,3,3,1,2,4,2,2,0
3743,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,2,2,4,1,4,2,2,1,4,4,3,3,2,0,2,4,2,4,4,4,4,2,4,4,0,2,0
3809,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,1,3,3,2,3,1,4,3,4,4,3,4,4,0,2,4,3,4,4,3,4,4,1,3,1,2,0
852,1,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,3,2,3,4,4,3,3,3,3,4,3,4,4,4,4,1,1,3,0,2,2,1,1,4,1,2,2,0,1,2,3,1
4247,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4,4,4,4,3,3,3,3,4,3,3,3,2,4,4,4,4,3,1,2,2,3,4,4,4,4,3,3,3,4,3,1
5624,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,3,4,4,3,4,2,1,4,4,4,3,4,2,3,4,4,3,4,0,3,3,0,4,4,4,4,2,4,3,1,3,1
5269,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,3,3,2,1,2,3,3,4,3,3,1,0,4,2,1,1,1,0,3,0,2,0,0,1,3,3,1,2,1,3,0
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,2,3,2,3,3,2,0,0,0,1,3,3,0,0,2,1,3,2,4,4,4,0,0,3,2,2,0
4363,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,4,3,3,3,3,3,3,3,3,3,0,0,4,2,2,2,1,3,2,1,2,2,2,2,3,0,3,4,3,1
5962,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,3,4,3,4,4,3,3,3,3,3,3,2,1,3,3,4,4,2,0,1,4,3,4,4,4,4,3,2,4,3,4,1
1863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,3,2,3,1,3,0,3,3,2,2,2,0,3,4,2,2,4,1,4,3,0,3,3,3,1
6294,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,4,3,4,4,2,3,4,2,2,0,0,1,4,4,3,2,2,4,3,1,4,3,2,3,1,4,3,2,3,1
4442,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,3,4,3,4,3,3,3,3,3,3,2,2,1,3,4,4,3,2,3,4,1,2,3,4,4,3,2,2,2,3,1
3784,1,1,2,4,2,0,0,0,0,0,0,2,0,0,0,0,3,4,3,4,2,3,2,3,4,3,1,3,0,3,4,3,3,3,0,3,3,3,3,4,3,3,4,3,3,1,3,0
4009,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,3,3,4,4,4,4,3,0,0,1,3,3,3,0,0,2,4,2,4,3,4,4,4,3,2,3,3,1
2626,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,2,1,3,3,2,2,3,3,3,4,4,3,0,2,2,4,3,3,4,2,3,2,0,2,2,2,1
1326,0,0,2,3,1,0,0,0,0,0,0,0,2,0,0,0,2,3,3,4,3,1,3,3,2,3,1,1,0,2,3,3,2,3,1,2,3,3,4,3,3,3,2,0,2,2,1,0
5763,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,2,0,0,4,2,4,4,4,4,4,2,4,2,4,0
1058,0,1,3,1,2,0,1,0,0,0,1,0,1,0,0,0,3,4,3,4,3,4,4,4,4,4,4,1,3,3,3,2,2,3,1,2,3,3,3,3,3,2,3,3,2,1,4,0
3798,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,3,3,3,3,3,3,2,2,2,4,3,2,2,3,1,2,2,4,4,4,2,2,4,2,2,3,3,1
