,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
529,39,34,19,19,59,0,59,59,19,0,59,19,39,39,19,19,179,179,179,179,179,119,159,159,139,139,159,159,99,139,159,119,119,139,139,139,139,59,39,179,139,179,179,39,121,99,139,1
4218,64,44,179,99,59,39,29,29,15,23,23,49,49,15,29,29,139,199,119,159,159,179,119,119,119,99,59,179,39,199,179,159,159,159,139,139,179,179,179,179,179,179,99,139,76,119,99,0
3474,44,49,19,19,49,39,39,49,0,19,99,19,19,19,19,19,179,179,179,179,179,199,199,199,199,199,199,179,119,119,119,79,79,159,119,119,159,19,99,59,59,139,39,139,118,99,199,1
185,19,49,79,99,49,29,49,29,0,39,39,43,35,29,29,19,119,179,159,139,159,119,159,139,79,139,39,159,179,139,139,139,119,39,39,139,139,139,99,139,119,159,179,99,107,139,119,1
3889,44,44,39,59,19,39,39,29,39,29,37,25,35,35,19,43,139,159,159,159,119,99,139,179,159,159,159,179,159,119,159,119,59,119,19,179,119,59,39,139,159,199,99,19,135,119,159,0
745,44,29,59,39,19,39,69,39,0,29,49,29,39,39,39,0,159,179,159,179,199,179,179,159,199,159,139,39,39,39,199,159,159,139,159,179,159,19,179,159,159,179,79,39,138,99,159,0
4558,54,29,59,19,99,39,19,9,19,9,149,9,9,19,0,9,179,159,179,179,179,159,179,179,159,159,159,139,99,159,159,139,119,59,99,179,159,39,59,79,99,179,159,39,144,179,159,0
2257,64,24,39,39,51,35,30,41,20,20,29,33,41,37,33,24,159,159,159,159,159,139,139,139,139,139,139,99,99,99,179,139,139,139,139,179,179,99,139,139,139,179,99,139,102,119,139,1
621,39,34,159,159,29,19,59,19,9,59,19,39,29,39,39,29,139,179,159,139,139,99,99,99,99,99,99,39,59,39,199,199,199,39,19,139,79,79,179,179,159,159,59,59,179,99,99,0
2507,44,44,119,19,30,38,38,38,26,26,31,35,35,35,35,26,139,179,139,179,179,139,159,159,159,99,99,99,119,59,139,119,59,79,59,139,159,139,159,159,79,79,79,19,78,119,139,1
2381,24,34,119,159,23,26,38,38,38,34,34,42,34,42,29,17,159,199,199,179,159,159,179,159,139,159,119,179,59,199,159,119,139,139,79,139,59,19,179,119,79,119,139,19,135,119,139,1
4491,34,84,19,159,29,29,59,29,29,19,33,35,55,53,9,9,119,179,179,199,139,119,159,159,79,99,79,39,119,39,119,139,139,139,19,19,199,59,139,99,119,159,19,19,174,139,79,1
965,14,14,159,199,39,29,39,29,23,35,39,19,39,39,39,19,159,139,159,159,159,199,199,199,199,199,199,119,159,119,179,159,119,59,99,159,159,99,119,99,119,99,179,59,146,119,199,1
5469,44,74,59,59,39,19,39,29,29,39,19,39,39,39,19,39,159,179,179,179,139,179,179,179,179,179,179,99,159,99,179,179,179,139,19,79,179,79,179,179,159,159,79,179,159,99,179,1
5972,34,39,19,99,37,37,37,37,9,37,59,59,79,0,0,0,139,179,79,199,99,139,159,159,139,119,99,39,79,79,159,159,159,139,99,39,119,99,139,159,179,179,139,139,164,99,159,0
661,34,34,39,139,29,19,59,19,9,59,39,39,39,39,19,19,159,179,159,159,139,119,199,199,159,159,159,99,99,99,159,179,199,179,19,139,159,119,159,159,159,179,119,139,165,139,179,1
1332,54,19,19,39,19,39,69,19,9,39,19,39,39,39,39,19,179,199,179,179,179,139,159,159,159,159,139,139,39,159,199,179,179,179,39,179,199,79,199,199,159,199,119,179,105,99,139,0
689,69,14,19,19,37,47,41,45,9,15,59,59,59,9,0,9,139,179,139,159,99,79,159,159,99,139,119,139,19,179,179,179,179,59,19,179,179,19,179,199,179,179,99,99,170,139,139,0
2174,34,119,159,159,47,47,47,47,4,4,30,34,34,34,34,30,139,159,179,179,159,159,159,159,179,179,159,159,159,159,159,139,139,139,159,139,139,139,139,139,139,139,139,119,16,39,159,1
1289,59,39,59,99,19,39,39,43,11,43,39,49,29,29,29,19,139,179,179,159,179,99,99,119,119,119,39,39,59,79,179,159,119,159,79,139,159,79,119,139,99,159,99,59,170,79,59,0
4047,59,59,19,19,43,23,59,49,19,1,119,19,19,19,9,9,99,199,119,119,199,199,199,179,199,179,179,139,39,159,99,199,199,139,59,139,179,99,159,199,99,179,139,19,169,139,199,1
4061,54,79,19,19,3,119,29,15,9,19,79,19,29,19,19,29,159,139,159,159,179,119,139,119,119,119,119,179,79,179,179,159,159,99,119,159,99,99,119,119,59,99,159,99,82,99,119,0
5453,54,44,139,19,59,29,29,59,0,19,69,59,49,9,0,9,139,159,139,199,159,139,119,139,139,119,99,179,119,159,139,159,139,159,139,179,159,139,159,179,159,199,99,59,99,139,139,1
4505,49,74,139,79,49,39,19,39,39,9,99,19,19,19,19,19,159,119,179,179,179,99,119,119,119,99,39,139,159,139,139,119,119,59,19,119,139,39,39,39,99,179,79,19,123,139,39,0
5183,29,34,79,79,39,19,59,39,19,19,33,31,33,33,33,31,139,139,139,139,139,159,119,139,139,119,119,139,139,139,139,99,99,119,139,99,99,139,99,159,99,139,159,99,119,119,159,1
928,49,34,79,119,39,39,39,39,19,19,39,39,29,29,9,49,139,179,159,159,139,119,159,179,159,119,139,79,59,159,139,139,179,159,39,59,139,99,139,179,139,159,59,119,175,119,99,0
3743,79,89,59,159,39,31,31,31,31,31,39,39,39,39,19,19,179,179,159,179,159,99,119,199,79,199,99,99,59,179,199,139,159,99,19,99,179,99,179,199,179,179,99,179,162,39,99,0
3809,44,69,19,59,39,19,59,39,19,19,19,39,39,29,39,29,99,159,139,159,159,79,159,159,99,159,79,199,159,199,179,159,179,199,19,99,199,139,199,199,159,199,179,59,147,59,119,0
852,69,34,39,119,29,5,99,39,3,19,59,19,59,39,19,0,159,99,139,199,179,139,139,159,159,199,139,179,179,179,179,79,79,139,39,99,99,79,79,179,59,99,99,39,78,119,159,1
4247,54,34,119,119,33,35,55,53,9,9,39,39,39,19,19,39,179,199,179,179,159,139,139,139,179,139,159,159,99,199,199,199,199,159,79,99,99,159,179,179,199,199,139,139,129,179,159,1
5624,34,54,19,59,59,19,49,39,15,13,19,49,49,39,19,19,159,199,199,159,179,99,59,179,199,179,139,199,119,139,179,179,159,179,19,139,159,19,199,199,199,199,99,179,156,79,139,1
5269,44,44,39,39,59,49,19,39,0,29,59,29,29,59,0,19,139,139,159,119,79,119,139,159,179,139,159,79,39,179,119,59,59,59,39,139,39,119,39,39,79,139,159,79,112,59,139,0
706,19,39,19,19,35,35,35,37,25,27,29,39,39,39,9,39,139,179,179,179,79,119,159,119,139,139,119,39,39,19,79,139,139,39,19,119,79,139,99,199,199,199,39,39,129,119,119,0
4363,59,24,19,19,39,39,39,39,39,0,41,29,49,34,11,34,139,139,179,159,159,159,159,159,159,159,159,159,39,19,179,119,119,119,79,139,119,79,119,119,119,119,139,39,148,179,159,1
5962,39,24,139,79,59,0,59,29,29,19,59,19,39,19,19,39,159,179,159,179,179,159,159,139,159,139,159,99,79,159,159,179,179,119,19,59,179,139,179,179,179,199,139,119,160,139,179,1
1863,54,44,19,19,27,39,39,27,35,27,39,21,39,39,39,21,199,199,199,199,199,139,139,159,99,139,79,159,39,159,159,99,99,99,39,159,179,119,119,179,79,179,139,19,146,159,139,1
6294,39,49,99,39,39,39,39,39,0,39,21,21,63,42,21,31,59,119,179,139,199,199,99,159,199,99,99,39,19,59,199,199,139,119,99,199,159,79,199,159,119,159,79,199,137,119,139,1
4442,44,64,79,119,23,49,49,15,29,29,27,35,33,31,29,39,119,159,179,159,199,159,139,139,159,139,159,119,119,79,159,179,179,139,119,159,179,79,119,139,199,199,159,119,101,99,159,1
3784,54,59,119,179,99,0,39,39,0,19,19,93,31,23,5,23,139,179,159,179,99,159,99,159,179,139,59,159,39,139,199,139,139,159,39,139,159,139,159,179,139,139,179,159,146,79,139,0
4009,89,49,99,99,33,33,33,33,31,31,29,29,29,39,39,29,159,179,119,179,159,159,199,179,199,179,139,39,39,59,159,159,159,39,39,119,179,119,199,159,199,199,199,159,90,159,159,1
2626,39,44,139,139,30,38,38,38,26,26,39,31,35,31,31,27,139,199,159,199,199,119,79,159,159,99,119,139,139,139,199,179,139,39,119,99,199,159,159,179,99,139,99,19,87,99,119,1
1326,34,19,119,159,79,15,19,23,19,39,29,5,99,39,3,19,119,139,139,179,159,79,139,159,99,139,79,79,39,99,139,139,99,139,59,99,139,139,199,159,159,139,119,39,80,99,79,0
5763,49,39,19,19,39,39,19,39,19,39,79,39,39,39,0,0,159,199,199,199,199,179,199,199,179,179,179,199,19,199,199,199,199,99,19,19,199,99,199,199,199,199,199,99,160,99,179,0
1058,34,49,159,79,99,0,49,19,0,29,69,19,69,19,19,0,159,179,159,179,159,179,179,179,179,179,179,59,159,139,159,99,99,159,79,99,139,159,139,139,139,99,159,139,85,79,179,0
3798,19,59,119,39,99,0,39,39,0,19,31,39,37,31,35,21,119,179,159,159,159,139,159,159,159,159,119,119,119,179,159,99,99,139,79,99,119,179,179,179,99,99,179,99,89,139,159,1
53,39,34,19,19,99,0,59,19,0,19,39,19,39,59,19,19,139,119,199,139,139,159,179,179,139,119,99,79,59,19,159,119,139,39,39,199,159,159,199,199,179,179,159,59,142,119,119,1
5379,39,24,99,19,55,15,33,43,33,15,99,19,19,59,0,0,159,139,179,159,139,119,99,99,179,139,119,159,159,179,39,119,159,119,39,99,39,139,19,199,59,99,99,119,110,59,79,0
534,44,49,119,59,99,19,59,19,0,0,19,49,49,19,19,39,159,159,119,179,179,139,139,159,119,79,79,159,159,159,159,159,159,179,99,59,159,139,159,159,179,179,159,99,81,59,139,1
6355,34,24,99,19,39,39,39,39,9,29,29,59,39,39,19,9,199,199,119,199,199,199,159,199,99,199,19,199,199,119,119,199,199,199,119,119,119,199,199,199,159,199,19,119,94,139,59,0
