,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,0,2,1,3,3,1,1,1,0,0,1,1,1,1,1,1,5,7,7,7,6,5,8,6,6,5,4,8,1,7,8,0,0,4,0,4,5,8,0,9,9,8,7,0,5,2,6,1
1,0,0,1,3,5,0,0,3,0,0,1,1,1,1,1,1,5,7,7,7,6,6,7,6,7,4,5,8,1,7,8,0,0,4,0,4,5,8,0,9,9,8,7,0,7,2,6,1
2,0,1,1,3,2,0,1,3,0,0,1,1,1,1,1,1,5,7,7,7,6,6,5,7,6,5,7,8,1,7,8,0,0,4,0,4,5,8,0,9,9,8,7,0,8,2,6,1
3,0,1,1,3,2,0,1,0,0,1,1,1,1,1,1,1,5,7,7,7,6,4,5,6,6,5,5,8,1,7,8,0,0,4,0,4,5,8,0,9,9,8,7,0,6,2,5,1
4,0,1,1,3,4,0,2,0,0,0,1,1,1,1,1,1,5,7,7,7,6,3,8,6,3,5,3,8,1,7,8,0,0,4,0,4,5,8,0,9,9,8,7,0,6,2,5,0
5,0,2,1,3,3,1,2,0,0,0,1,1,1,1,1,1,5,7,7,7,6,6,5,6,3,5,6,8,1,7,8,0,0,4,0,4,5,8,0,9,9,8,7,0,6,2,5,1
6,0,2,1,3,4,0,2,0,0,1,1,1,1,1,1,1,5,7,7,7,6,6,5,7,8,7,7,8,1,7,8,0,0,4,0,4,5,8,0,9,9,8,7,0,6,2,6,1
8,1,2,1,4,3,1,1,1,0,0,4,0,2,1,0,0,6,4,9,7,2,4,6,7,3,5,2,2,1,6,9,7,5,2,4,7,9,0,8,7,6,7,2,0,6,3,5,0
9,1,0,1,4,5,0,0,3,0,0,4,0,2,1,0,0,6,4,9,7,2,7,4,5,5,8,5,2,1,6,9,7,5,2,4,7,9,0,8,7,6,7,2,0,5,3,6,0
11,1,1,1,4,2,0,1,3,0,0,4,0,2,1,0,0,6,4,9,7,2,6,8,6,5,4,6,2,1,6,9,7,5,2,4,7,9,0,8,7,6,7,2,0,3,3,6,1
14,1,2,1,4,3,1,2,0,0,0,4,0,2,1,0,0,6,4,9,7,2,6,4,8,5,6,8,2,1,6,9,7,5,2,4,7,9,0,8,7,6,7,2,0,7,3,7,1
16,1,2,1,4,4,0,2,0,0,1,4,0,2,1,0,0,6,4,9,7,2,6,5,7,8,3,4,2,1,6,9,7,5,2,4,7,9,0,8,7,6,7,2,0,5,3,4,1
17,1,1,1,4,9,0,0,0,0,0,4,0,2,1,0,0,6,4,9,7,2,5,6,7,6,8,7,2,1,6,9,7,5,2,4,7,9,0,8,7,6,7,2,0,6,3,7,1
18,1,2,0,0,3,1,1,1,0,0,1,1,1,1,0,0,6,7,8,6,7,3,9,7,4,7,6,0,0,5,6,5,6,6,4,6,6,6,8,6,7,6,0,7,4,0,5,0
19,1,0,0,0,5,0,0,3,0,0,1,1,1,1,0,0,6,7,8,6,7,7,6,7,9,6,7,0,0,5,6,5,6,6,4,6,6,6,8,6,7,6,0,7,4,0,7,0
20,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,6,7,8,6,7,3,6,7,7,5,6,0,0,5,6,5,6,6,4,6,6,6,8,6,7,6,0,7,5,0,3,0
21,1,1,0,0,2,0,1,3,0,0,1,1,1,1,0,0,6,7,8,6,7,7,9,6,9,6,9,0,0,5,6,5,6,6,4,6,6,6,8,6,7,6,0,7,4,0,7,1
