,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,7,22,19,39,34,19,19,19,0,4,14,19,19,14,14,14,59,79,79,79,69,59,89,69,69,59,49,89,19,79,89,9,9,49,9,49,59,89,9,99,99,89,79,9,56,29,69,1
1,7,9,19,39,59,0,0,39,0,0,14,19,19,14,14,14,59,79,79,79,69,69,79,69,79,49,59,89,19,79,89,9,9,49,9,49,59,89,9,99,99,89,79,9,76,29,69,1
2,7,12,19,39,29,4,14,39,4,4,14,19,19,14,14,14,59,79,79,79,69,69,59,79,69,59,79,89,19,79,89,9,9,49,9,49,59,89,9,99,99,89,79,9,80,29,69,1
3,7,14,19,39,29,9,19,9,9,19,14,19,19,14,14,14,59,79,79,79,69,49,59,69,69,59,59,89,19,79,89,9,9,49,9,49,59,89,9,99,99,89,79,9,60,29,59,1
4,7,17,19,39,49,0,29,9,0,9,14,19,19,14,14,14,59,79,79,79,69,39,89,69,39,59,39,89,19,79,89,9,9,49,9,49,59,89,9,99,99,89,79,9,62,29,59,0
5,7,29,19,39,34,14,24,9,4,9,14,19,19,14,14,14,59,79,79,79,69,69,59,69,39,59,69,89,19,79,89,9,9,49,9,49,59,89,9,99,99,89,79,9,66,29,59,1
6,7,24,19,39,49,0,24,9,0,14,14,19,19,14,14,14,59,79,79,79,69,69,59,79,89,79,79,89,19,79,89,9,9,49,9,49,59,89,9,99,99,89,79,9,63,29,69,1
7,7,14,19,39,99,0,0,0,0,0,14,19,19,14,14,14,59,79,79,79,69,49,59,59,79,99,79,89,19,79,89,9,9,49,9,49,59,89,9,99,99,89,79,9,31,29,59,1
8,14,22,19,49,34,19,19,19,0,4,44,4,24,19,0,4,69,49,99,79,29,49,69,79,39,59,29,29,19,69,99,79,59,29,49,79,99,9,89,79,69,79,29,9,64,39,59,0
9,14,9,19,49,59,0,0,39,0,0,44,4,24,19,0,4,69,49,99,79,29,79,49,59,59,89,59,29,19,69,99,79,59,29,49,79,99,9,89,79,69,79,29,9,59,39,69,0
